,name,type,urls
111,112. Kokoro,Argentinean,/Restaurant_Review-g187514-d2232330-Reviews-Kokoro-Madrid.html
112,113. Taiko Sushi Bar,Argentinean,/Restaurant_Review-g187514-d4558715-Reviews-Taiko_Sushi_Bar-Madrid.html
113,114. Buns & Bones,Argentinean,/Restaurant_Review-g187514-d12159808-Reviews-Buns_Bones-Madrid.html
114,115. China Te,Argentinean,/Restaurant_Review-g187514-d814032-Reviews-China_Te-Madrid.html
115,116. Ayala Japon,Argentinean,/Restaurant_Review-g187514-d790177-Reviews-Ayala_Japon-Madrid.html
116,117. Mandarin,Argentinean,/Restaurant_Review-g187514-d10177910-Reviews-Mandarin-Madrid.html
117,118. Muchi Fusion Food,Argentinean,/Restaurant_Review-g187514-d8807742-Reviews-Muchi_Fusion_Food-Madrid.html
118,119. AGEYOKA sabor de Osaka,Argentinean,/Restaurant_Review-g187514-d14925133-Reviews-AGEYOKA_sabor_de_Osaka-Madrid.html
119,120. Japanese Restaurant SAORI,Argentinean,/Restaurant_Review-g187514-d12895248-Reviews-Japanese_Restaurant_SAORI-Madrid.html
120,121. Casa Sushi,Argentinean,/Restaurant_Review-g187514-d8075986-Reviews-Casa_Sushi-Madrid.html
121,122. Tangchu,Argentinean,/Restaurant_Review-g187514-d14924394-Reviews-Tangchu-Madrid.html
122,123. Peyote San,Argentinean,/Restaurant_Review-g187514-d12224244-Reviews-Peyote_San-Madrid.html
123,124. Japanese Club,Argentinean,/Restaurant_Review-g187514-d12661343-Reviews-Japanese_Club-Madrid.html
124,125. Zuma Madrid,Argentinean,/Restaurant_Review-g187514-d23800273-Reviews-Zuma_Madrid-Madrid.html
125,126. CAPON by Jhosef Arias,Argentinean,/Restaurant_Review-g187514-d13564662-Reviews-CAPON_by_Jhosef_Arias-Madrid.html
126,127. Eat is wok,Argentinean,/Restaurant_Review-g187514-d4224466-Reviews-Eat_is_wok-Madrid.html
127,128. Torijiro,Argentinean,/Restaurant_Review-g187514-d17654306-Reviews-Torijiro-Madrid.html
128,129. Caro Club,Argentinean,/Restaurant_Review-g187514-d23914314-Reviews-Caro_Club-Madrid.html
129,130. Shuwa Shuwa,Argentinean,/Restaurant_Review-g187514-d9785222-Reviews-Shuwa_Shuwa-Madrid.html
130,131. 44 Sushi Bar,Argentinean,/Restaurant_Review-g187514-d10440582-Reviews-44_Sushi_Bar-Madrid.html
